day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,year,month,day,week_of_year,sales
2,545,1,1,0,1,0,0,0,2013,5,15,20,5821.711715357775
3,617,1,0,0,1,0,0,0,2013,3,14,11,5258.95644143559
2,480,1,1,0,1,0,0,0,2014,3,19,12,5299.070224834518
0,773,1,0,0,1,0,0,0,2013,11,25,48,6491.828144824015
5,1058,1,0,0,1,0,0,0,2014,12,6,49,8550.7475821735
2,458,1,0,0,1,0,0,0,2014,4,9,15,4339.910656930075
5,704,1,0,0,1,0,0,0,2015,5,2,18,6928.6974188549875
6,0,0,0,0,1,0,0,0,2013,4,7,14,0.0
1,561,1,1,0,1,0,0,0,2013,4,30,18,6366.675705502309
0,0,0,0,0,0,1,0,0,2013,5,20,21,0.0
4,363,1,1,0,1,0,0,0,2013,11,22,47,4208.829030438067
6,0,0,0,0,1,0,0,0,2013,2,17,7,0.0
1,783,1,1,0,1,0,0,0,2013,4,30,18,8429.946849891212
4,501,1,1,1,1,0,0,0,2014,8,1,31,5478.0610761130065
2,993,1,1,1,1,0,0,0,2014,4,30,18,9963.395983544746
3,446,1,1,0,1,0,0,0,2014,9,4,36,4946.776834635878
2,350,1,1,0,1,0,0,0,2013,11,20,47,4017.2909567321926
0,578,1,0,0,1,0,0,0,2014,7,7,28,5212.048404310154
5,381,1,0,0,1,0,0,0,2013,8,3,31,3652.477198933563
6,0,0,0,0,1,0,0,0,2015,5,24,21,0.0
3,616,1,0,0,1,0,0,0,2015,7,9,28,5820.403176406306
5,423,1,0,0,1,0,0,0,2015,7,4,27,4376.634456741149
6,0,0,0,0,1,0,0,0,2014,1,19,3,0.0
5,619,1,0,0,1,0,0,0,2014,11,29,48,6576.76495604502
0,646,1,0,0,1,0,0,0,2013,1,28,5,5477.362752405356
3,797,1,1,0,1,0,0,0,2014,6,19,25,7697.518290587992
0,496,1,0,0,1,0,0,0,2015,3,23,13,4595.305623673679
0,626,1,0,0,1,0,0,0,2014,4,7,15,5362.141309870498
4,525,1,1,0,1,0,0,0,2013,3,22,12,5535.622476622524
3,1102,1,0,1,1,0,0,0,2014,8,14,33,8161.817350644697
6,0,0,0,0,1,0,0,0,2014,6,8,23,0.0
3,562,1,1,0,1,0,0,0,2013,5,2,18,6116.706958920026
5,316,1,0,0,1,0,0,0,2014,8,23,34,2847.8051790679974
1,714,1,1,0,1,0,0,0,2014,3,18,12,7340.182862347976
4,666,1,1,0,1,0,0,0,2015,1,30,5,7214.7989175447765
2,0,0,0,1,0,0,0,1,2013,12,25,52,0.0
2,1003,1,0,1,1,0,0,0,2014,7,23,30,7577.501513401479
6,0,0,0,0,1,0,0,0,2015,5,24,21,0.0
4,494,1,0,1,1,0,0,0,2014,1,3,1,4909.890316950419
6,0,0,0,0,1,0,0,0,2014,1,5,1,0.0
0,609,1,0,0,1,0,0,0,2015,1,19,4,5352.765176164021
2,587,1,1,0,1,0,0,0,2015,5,6,19,6264.628949464743
1,1300,1,1,0,1,0,0,0,2013,5,28,22,10944.261543954259
1,493,1,1,0,1,0,0,0,2013,4,23,17,5622.625024630925
0,1327,1,1,0,1,0,0,0,2015,3,2,10,12886.288611801026
4,748,1,1,0,1,0,0,0,2013,10,25,43,7196.070806367348
0,0,0,0,1,0,0,1,0,2014,4,21,17,0.0
2,461,1,1,0,1,0,0,0,2015,2,4,6,5451.22477417734
0,829,1,0,1,1,0,0,0,2015,2,9,7,6602.858381921367
1,834,1,0,0,1,0,0,0,2015,6,9,24,6949.806037743879
3,634,1,0,1,1,0,0,0,2013,6,27,26,5472.19754104194
5,559,1,0,0,1,0,0,0,2013,11,2,44,5774.727943225114
6,0,0,0,0,1,0,0,0,2015,6,7,23,0.0
2,900,1,0,0,1,0,0,0,2014,6,11,24,6966.82347684341
6,0,0,0,0,1,0,0,0,2014,4,13,15,0.0
2,1595,1,0,1,1,0,0,0,2013,1,2,1,11096.44901269247
3,701,1,0,0,1,0,0,0,2015,1,22,4,5860.698940756981
6,0,0,0,0,1,0,0,0,2013,8,25,34,0.0
3,688,1,1,0,1,0,0,0,2014,5,22,21,6785.099973681691
5,417,1,0,0,1,0,0,0,2013,8,3,31,3927.4606071725225
3,0,0,1,1,0,1,0,0,2014,5,1,18,0.0
3,1806,1,1,0,1,0,0,0,2014,9,4,36,13886.165676149034
1,1063,1,1,0,1,0,0,0,2014,11,25,48,9658.78226954422
3,790,1,1,0,1,0,0,0,2015,1,15,3,7883.719303318108
3,791,1,0,0,1,0,0,0,2015,6,25,26,6656.753314524045
0,1073,1,1,0,1,0,0,0,2015,4,13,16,11025.821234518502
5,534,1,0,0,1,0,0,0,2014,11,29,48,5550.869871457333
6,0,0,0,0,1,0,0,0,2013,10,13,41,0.0
1,877,1,1,0,1,0,0,0,2014,6,17,25,8473.212230178558
5,652,1,0,0,1,0,0,0,2015,2,21,8,6470.184972709894
0,828,1,1,0,1,0,0,0,2015,2,16,8,9177.411399476887
2,738,1,1,0,1,0,0,0,2013,1,23,4,7228.857344753944
5,246,1,0,0,1,0,0,0,2015,3,14,11,2291.9045393279066
3,553,1,1,0,1,0,0,0,2014,10,23,43,5727.080157555344
1,1219,1,1,0,1,0,0,0,2014,12,16,51,13124.085859936806
6,0,0,0,0,1,0,0,0,2013,3,17,11,0.0
2,427,1,1,0,1,0,0,0,2014,1,22,4,4613.624073947373
3,944,1,1,0,1,0,0,0,2013,8,29,35,8513.810243790724
5,597,1,0,0,1,0,0,0,2015,4,25,17,5848.432179865789
3,839,1,0,0,1,0,0,0,2014,10,30,44,7283.633874060902
0,604,1,1,1,1,0,0,0,2013,7,29,31,7177.064013279467
2,750,1,1,1,1,0,0,0,2013,10,23,43,7229.467729081982
0,943,1,1,0,1,0,0,0,2014,11,3,45,9901.487154282138
1,1857,1,1,0,1,0,0,0,2014,5,20,21,14833.742853373611
2,319,1,1,0,1,0,0,0,2013,10,9,41,3917.278470012347
5,617,1,0,0,1,0,0,0,2014,5,10,19,5927.655067559066
0,1326,1,1,0,1,0,0,0,2013,12,16,51,14240.02374993475
1,1358,1,1,0,1,0,0,0,2014,11,4,45,11662.631030945176
3,694,1,0,0,1,0,0,0,2013,1,17,3,5728.779613149436
2,382,1,1,0,1,0,0,0,2014,3,19,12,4459.579718936913
6,0,0,0,0,1,0,0,0,2014,6,1,22,0.0
3,568,1,1,0,1,0,0,0,2014,2,6,6,6055.609113315745
6,0,0,0,0,1,0,0,0,2013,5,26,21,0.0
2,689,1,1,0,1,0,0,0,2014,12,3,49,7743.088009372626
6,0,0,0,0,1,0,0,0,2013,4,28,17,0.0
1,396,1,1,1,1,0,0,0,2014,6,17,25,4769.664379748097
3,351,1,0,1,1,0,0,0,2015,3,26,13,3391.1355462318634
2,1004,1,1,0,1,0,0,0,2014,11,26,48,9180.273475691994
4,0,0,1,1,0,0,1,0,2015,4,3,14,0.0
2,605,1,1,1,1,0,0,0,2013,8,14,33,6230.320224025196
6,0,0,0,0,1,0,0,0,2013,5,19,20,0.0
6,0,0,0,0,1,0,0,0,2013,9,22,38,0.0
0,610,1,1,0,1,0,0,0,2014,3,17,12,7083.927296808072
1,0,0,0,0,1,0,0,0,2015,5,12,20,0.0
3,608,1,1,0,1,0,0,0,2015,3,19,12,6247.04359018628
2,1010,1,1,1,1,0,0,0,2013,8,28,35,8995.175204608757
3,662,1,0,0,1,0,0,0,2013,1,31,5,5708.5697577617
2,804,1,1,0,1,0,0,0,2014,12,17,51,9483.446143145406
6,0,0,0,0,1,0,0,0,2015,4,5,14,0.0
2,748,1,1,0,1,0,0,0,2014,3,5,10,7381.589008143784
6,0,0,0,0,1,0,0,0,2014,4,27,17,0.0
1,914,1,1,1,1,0,0,0,2013,3,26,13,8750.347382085245
0,630,1,1,1,1,0,0,0,2015,1,5,2,7454.387079149735
6,0,0,0,0,1,0,0,0,2013,7,28,30,0.0
2,405,1,1,0,1,0,0,0,2013,2,20,8,4599.189760794042
1,474,1,1,1,1,0,0,0,2015,1,6,2,5601.1270511476005
6,0,0,0,0,1,0,0,0,2013,2,3,5,0.0
6,0,0,0,0,1,0,0,0,2013,2,24,8,0.0
3,560,1,1,0,1,0,0,0,2015,7,16,29,6061.834649569969
3,1044,1,1,0,1,0,0,0,2015,1,15,3,9178.560208653676
0,966,1,0,0,1,0,0,0,2014,2,24,9,7196.228392346154
1,671,1,0,1,1,0,0,0,2014,8,12,33,5627.136430209747
1,915,1,1,1,1,0,0,0,2015,3,31,14,10490.103230260414
3,525,1,0,0,1,0,0,0,2013,12,12,50,5347.570362888368
3,464,1,1,0,1,0,0,0,2013,9,26,39,4985.875222080954
6,0,0,0,0,1,0,0,0,2014,12,14,50,0.0
0,483,1,1,0,1,0,0,0,2015,3,2,10,5879.513259722169
3,732,1,1,0,1,0,0,0,2013,12,19,51,8220.288447324376
6,0,0,0,0,1,0,0,0,2014,11,9,45,0.0
5,743,1,0,0,1,0,0,0,2015,6,27,26,6820.631221586306
6,0,0,0,0,1,0,0,0,2014,7,27,30,0.0
0,235,1,0,0,1,0,0,0,2014,1,27,5,1983.3362899495392
0,1642,1,0,0,1,0,0,0,2014,9,8,37,11373.46044098828
1,439,1,0,0,1,0,0,0,2015,5,26,22,4486.159105451851
4,791,1,0,1,1,0,0,0,2015,5,29,22,8022.665473806065
2,501,1,0,1,1,0,0,0,2014,7,9,28,4706.243118045614
3,489,1,1,1,1,0,0,0,2013,8,15,33,5221.660057338205
0,1115,1,1,1,1,0,0,0,2013,10,21,43,10503.561603592418
1,651,1,1,0,1,0,0,0,2013,5,14,20,6908.539121078676
1,893,1,0,0,1,0,0,0,2014,5,13,20,6938.66312877106
4,743,1,0,1,1,0,0,0,2015,7,10,28,6661.285679637986
2,293,1,1,0,1,0,0,0,2015,1,28,5,3670.774931280101
2,565,1,0,0,1,0,0,0,2013,10,2,40,5006.815123695073
0,734,1,1,1,1,0,0,0,2013,8,12,33,7979.7383599255445
3,458,1,0,0,1,0,0,0,2015,2,26,9,4460.422105267907
6,0,0,0,1,1,0,0,0,2014,8,10,32,0.0
6,0,0,0,0,1,0,0,0,2013,4,21,16,0.0
5,640,1,0,0,1,0,0,0,2013,1,26,4,5986.771390121578
6,0,0,0,0,1,0,0,0,2014,7,6,27,0.0
4,1363,1,1,1,1,0,0,0,2015,6,5,23,11657.155652002099
4,813,1,0,0,1,0,0,0,2013,6,14,24,6947.798734905054
0,467,1,1,1,1,0,0,0,2013,7,29,31,5544.33373654379
4,664,1,0,1,1,0,0,0,2014,8,15,33,6022.919251148598
4,932,1,1,0,1,0,0,0,2015,6,5,23,8414.71293507871
0,939,1,1,0,1,0,0,0,2014,3,3,10,9982.47414517752
0,1296,1,1,0,1,0,0,0,2015,3,2,10,12894.715348645264
0,877,1,0,0,1,0,0,0,2013,5,6,19,7014.554877849602
2,397,1,0,0,1,0,0,0,2015,1,21,4,4054.8848889267165
2,370,1,0,1,1,0,0,0,2014,12,31,1,3473.07383552982
4,821,1,1,0,1,0,0,0,2013,9,13,37,7820.277544139892
2,525,1,0,0,1,0,0,0,2013,9,4,36,4751.800553719275
2,509,1,0,0,1,0,0,0,2014,6,25,26,4547.243079869188
6,0,0,0,0,1,0,0,0,2015,5,17,20,0.0
1,1700,1,1,0,1,0,0,0,2015,7,28,31,13659.931365941397
6,0,0,0,0,1,0,0,0,2013,6,16,24,0.0
3,642,1,0,0,1,0,0,0,2014,10,30,44,5673.94424947449
6,0,0,0,0,1,0,0,0,2014,1,12,2,0.0
1,1376,1,0,1,1,0,0,0,2014,4,22,17,9704.206956530606
0,476,1,0,0,1,0,0,0,2015,2,23,9,4531.628670328635
4,1560,1,0,0,1,0,0,0,2013,3,15,11,10766.31083376004
5,346,1,0,0,1,0,0,0,2013,8,17,33,3198.5231260520545
4,475,1,0,1,1,0,0,0,2015,1,2,1,4805.73494431038
6,0,0,0,0,1,0,0,0,2014,9,14,37,0.0
5,946,1,0,0,1,0,0,0,2015,2,7,6,8522.450228105316
5,737,1,0,0,1,0,0,0,2013,2,2,5,6788.171260456559
2,798,1,0,0,1,0,0,0,2014,1,29,5,6264.268863830122
3,567,1,0,0,1,0,0,0,2015,2,26,9,5085.591922600663
3,306,1,0,0,1,0,0,0,2015,2,26,9,3213.8246409315766
3,1080,1,1,0,1,0,0,0,2015,3,19,12,9470.06835395057
6,0,0,0,0,1,0,0,0,2013,9,1,35,0.0
6,0,0,0,0,1,0,0,0,2013,8,11,32,0.0
1,2912,1,0,0,1,0,0,0,2013,9,3,36,16270.970812912017
6,0,0,0,0,1,0,0,0,2014,9,14,37,0.0
3,304,1,0,0,1,0,0,0,2013,10,17,42,3203.5291227481475
2,550,1,0,0,1,0,0,0,2015,7,8,28,5301.008274381634
5,361,1,0,0,1,0,0,0,2013,3,23,12,3374.2654329933266
1,646,1,1,1,1,0,0,0,2014,10,7,41,6934.501555613603
0,1310,1,1,1,1,0,0,0,2013,8,12,33,12569.415196461314
5,552,1,0,0,1,0,0,0,2014,7,19,29,5368.984959658382
5,551,1,0,0,1,0,0,0,2014,9,20,38,5335.086085579734
6,0,0,0,0,1,0,0,0,2014,1,12,2,0.0
2,423,1,0,0,1,0,0,0,2014,2,26,9,4023.299213478992
4,580,1,0,0,1,0,0,0,2014,7,25,30,5167.986077917212
1,668,1,0,0,1,0,0,0,2015,3,10,11,5757.096259005542
0,1781,1,0,0,1,0,0,0,2014,5,26,22,11767.216438409414
4,885,1,1,0,1,0,0,0,2014,11,14,46,7953.19310703006
3,994,1,1,0,1,0,0,0,2013,9,12,37,8694.246645642712
4,700,1,0,0,1,0,0,0,2014,2,28,9,6643.197849491529
2,310,1,0,0,1,0,0,0,2014,4,9,15,3271.5621425501427
6,0,0,0,0,1,0,0,0,2013,5,26,21,0.0
2,783,1,1,0,1,0,0,0,2013,5,15,20,7515.127581077908
2,866,1,0,0,1,0,0,0,2013,2,27,9,6620.418064794885
2,887,1,1,0,1,0,0,0,2014,3,5,10,8183.29766552784
2,684,1,1,0,1,0,0,0,2013,2,20,8,6745.418812097135
1,370,1,1,0,1,0,0,0,2013,3,5,10,4572.252089659218
1,432,1,0,0,1,0,0,0,2014,1,14,3,4126.179635201975
4,946,1,1,0,1,0,0,0,2015,1,30,5,9994.978580545605
1,837,1,1,1,1,0,0,0,2015,4,14,16,8559.886593428779
5,408,1,0,0,1,0,0,0,2013,4,13,15,3922.8332416080334
0,1600,1,1,1,1,0,0,0,2015,1,5,2,15011.885005001179
0,436,1,1,0,1,0,0,0,2014,5,19,21,5346.873345145902
6,0,0,0,0,1,0,0,0,2015,7,5,27,0.0
2,936,1,1,0,1,0,0,0,2014,4,2,14,9083.532460826505
0,1192,1,1,1,1,0,0,0,2015,2,16,8,11672.936094602139
0,615,1,1,0,1,0,0,0,2015,4,13,16,7327.079974666172
0,804,1,1,1,1,0,0,0,2015,3,30,14,9488.170650145415
6,0,0,0,0,1,0,0,0,2013,1,13,2,0.0
2,644,1,0,0,1,0,0,0,2015,3,25,13,5562.863505983564
1,534,1,0,0,1,0,0,0,2014,1,28,5,4702.627101541021
4,948,1,1,1,1,0,0,0,2014,5,2,18,9208.725439522805
0,674,1,0,1,1,0,0,0,2015,7,6,28,6267.5142838158135
4,643,1,0,0,1,0,0,0,2013,4,19,16,5614.730132058752
1,651,1,1,0,1,0,0,0,2013,11,5,45,6885.234764996057
4,451,1,0,0,1,0,0,0,2015,7,10,28,4665.0032139110235
0,582,1,0,0,1,0,0,0,2014,9,22,39,5123.5774089664765
5,625,1,0,0,1,0,0,0,2014,11,29,48,6469.383774016623
4,1277,1,1,0,1,0,0,0,2014,5,2,18,10994.38562198015
2,541,1,0,0,1,0,0,0,2015,2,11,7,4887.501466838398
6,0,0,0,0,1,0,0,0,2014,8,3,31,0.0
3,503,1,1,0,1,0,0,0,2015,6,18,25,5721.524839330864
6,0,0,0,1,1,0,0,0,2014,12,28,52,0.0
1,489,1,0,0,1,0,0,0,2015,7,21,30,4754.492346607827
5,444,1,0,0,1,0,0,0,2015,7,11,28,4537.233168078966
3,550,1,0,0,1,0,0,0,2013,3,14,11,4855.817026936594
6,0,0,0,0,1,0,0,0,2015,5,10,19,0.0
3,0,0,1,0,0,1,0,0,2014,5,1,18,0.0
4,578,1,1,0,1,0,0,0,2013,9,13,37,6097.097548528577
5,682,1,0,0,1,0,0,0,2013,10,12,41,6281.696755806992
2,436,1,1,1,1,0,0,0,2013,9,11,37,4890.502010420033
3,1118,1,1,0,1,0,0,0,2015,7,16,29,9646.160151151045
4,712,1,0,1,1,0,0,0,2015,1,2,1,6754.973398854994
5,577,1,0,0,1,0,0,0,2015,7,11,28,5728.769589431028
1,507,1,0,0,1,0,0,0,2015,4,21,17,4624.440944136989
5,420,1,0,0,1,0,0,0,2014,6,28,26,4064.499261332017
1,1107,1,1,0,1,0,0,0,2014,4,29,18,10073.569306089608
3,1101,1,1,0,1,0,0,0,2014,7,3,27,9708.525464590986
4,646,1,0,1,1,0,0,0,2013,1,4,1,5799.444586789136
0,661,1,1,0,1,0,0,0,2014,5,19,21,7542.183566563438
6,0,0,0,0,1,0,0,0,2015,6,7,23,0.0
1,551,1,1,1,1,0,0,0,2015,7,28,31,6243.40208998846
6,0,0,0,0,1,0,0,0,2015,3,8,10,0.0
2,703,1,0,1,1,0,0,0,2013,4,3,14,5900.249501543968
1,652,1,1,0,1,0,0,0,2013,1,8,2,6915.665625928755
4,655,1,1,0,1,0,0,0,2013,3,22,12,6493.59738920615
5,496,1,0,0,1,0,0,0,2014,5,24,21,4878.936885718341
2,931,1,1,0,1,0,0,0,2014,7,2,27,8808.384988376647
6,0,0,0,0,1,0,0,0,2015,6,7,23,0.0
3,0,0,0,0,0,1,0,0,2013,10,3,40,0.0
0,458,1,1,0,1,0,0,0,2015,4,27,18,5589.712695539065
1,425,1,0,1,1,0,0,0,2013,9,3,36,4189.582029689123
4,399,1,0,1,1,0,0,0,2013,8,9,32,3981.7594316540317
0,2023,1,1,0,1,0,0,0,2013,7,1,27,17470.89020528842
6,0,0,0,0,1,0,0,0,2014,9,28,39,0.0
4,976,1,1,0,1,0,0,0,2015,3,20,12,8620.961177840562
5,716,1,0,0,1,0,0,0,2014,7,19,29,6337.118738991735
0,602,1,0,0,1,0,0,0,2014,1,13,3,5113.13111919745
2,753,1,0,0,1,0,0,0,2013,9,18,38,6068.180477141431
1,802,1,1,1,1,0,0,0,2014,8,5,32,8127.090950471142
3,418,1,0,0,1,0,0,0,2015,7,23,30,4575.114652780516
0,873,1,0,0,1,0,0,0,2015,6,22,26,7063.865443161311
6,0,0,0,0,1,0,0,0,2014,11,30,48,0.0
5,1361,1,0,0,1,0,0,0,2013,12,21,51,12210.716466109001
1,1542,1,1,1,1,0,0,0,2014,8,5,32,13201.434201226954
0,576,1,0,0,1,0,0,0,2015,1,19,4,5054.23829306177
4,1013,1,1,1,1,0,0,0,2013,7,19,29,8802.98161172547
5,1504,1,0,0,1,0,0,0,2014,1,25,4,10404.08862860997
3,909,1,1,0,1,0,0,0,2014,8,21,34,8219.296682914304
0,3472,1,1,1,1,0,0,0,2014,4,14,16,20454.195668230634
4,665,1,1,0,1,0,0,0,2015,6,19,25,6692.817605418406
2,589,1,1,0,1,0,0,0,2014,11,5,45,6213.665995307945
6,0,0,0,0,1,0,0,0,2013,9,22,38,0.0
6,0,0,0,0,1,0,0,0,2013,5,26,21,0.0
1,641,1,1,0,1,0,0,0,2015,7,28,31,7076.677649984736
0,696,1,1,0,1,0,0,0,2015,3,16,12,8122.251201563397
6,0,0,0,0,1,0,0,0,2015,5,31,22,0.0
6,0,0,0,0,1,0,0,0,2014,10,26,43,0.0
5,486,1,0,0,1,0,0,0,2015,3,14,11,4782.01044366799
2,594,1,1,0,1,0,0,0,2013,6,19,25,6098.228123236006
5,459,1,0,0,1,0,0,0,2013,1,26,4,4336.44495978801
4,442,1,1,0,1,0,0,0,2013,1,25,4,4745.021339198576
0,946,1,1,0,1,0,0,0,2013,4,29,18,9699.806572064806
4,705,1,0,0,1,0,0,0,2014,5,30,22,6879.555651629069
2,253,1,0,0,1,0,0,0,2015,1,21,4,2670.353662683204
0,1152,1,1,0,1,0,0,0,2013,7,15,29,11227.335935028494
1,1343,1,1,1,1,0,0,0,2013,10,22,43,11203.565476592434
3,446,1,0,0,1,0,0,0,2014,1,16,3,4243.871129334793
5,614,1,0,0,1,0,0,0,2015,4,25,17,6110.389715307811
5,491,1,0,0,1,0,0,0,2015,3,21,12,4909.536969618127
2,761,1,1,0,1,0,0,0,2013,1,23,4,7287.133636547393
3,560,1,0,0,1,0,0,0,2015,6,25,26,5291.164019031437
0,1021,1,0,0,1,0,0,0,2014,11,17,47,7676.958537522324
1,541,1,0,1,1,0,0,0,2014,4,22,17,4861.748266130621
5,648,1,0,0,1,0,0,0,2015,3,28,13,6537.715931204979
0,411,1,0,1,1,0,0,0,2014,12,29,1,4085.559532448839
3,630,1,1,0,1,0,0,0,2014,6,5,23,6371.532935218364
4,779,1,0,0,1,0,0,0,2013,12,13,50,7325.358313322097
6,0,0,0,0,1,0,0,0,2014,4,6,14,0.0
1,585,1,1,1,1,0,0,0,2014,8,5,32,6478.271264769152
6,0,0,0,1,1,0,0,0,2013,7,14,28,0.0
1,914,1,0,0,1,0,0,0,2013,2,26,9,6825.377534673274
6,0,0,0,0,1,0,0,0,2014,2,23,8,0.0
1,1475,1,1,0,1,0,0,0,2014,6,3,23,13009.20189779143
1,666,1,1,0,1,0,0,0,2015,6,16,25,7082.571640849106
0,706,1,0,1,1,0,0,0,2013,7,22,30,5780.715277199489
1,503,1,0,0,1,0,0,0,2013,10,1,40,4666.906007185667
1,746,1,1,0,1,0,0,0,2013,6,18,25,7456.267554995389
2,1095,1,1,0,1,0,0,0,2015,4,15,16,9557.841849054008
5,732,1,0,0,1,0,0,0,2014,6,14,24,6489.0814914720995
2,486,1,0,1,1,0,0,0,2013,7,24,30,4415.31288238335
4,0,0,1,1,0,0,1,0,2014,4,18,16,0.0
1,843,1,1,1,1,0,0,0,2013,10,22,43,8091.57977688379
6,0,0,0,0,1,0,0,0,2015,2,22,8,0.0
6,0,0,0,0,1,0,0,0,2015,4,5,14,0.0
0,0,0,0,1,0,0,1,0,2015,4,6,15,0.0
0,1047,1,1,0,1,0,0,0,2013,6,3,23,10762.464251774743
4,530,1,1,1,1,0,0,0,2015,7,31,31,6141.1611558281875
4,537,1,0,0,1,0,0,0,2014,2,28,9,5424.739367898937
5,676,1,0,0,1,0,0,0,2015,1,10,2,6542.21841582416
4,0,0,1,0,0,1,0,0,2014,10,3,40,0.0
5,741,1,0,0,1,0,0,0,2013,5,25,21,6447.798902130445
5,346,1,0,0,1,0,0,0,2015,3,21,12,3185.7614388139987
5,909,1,0,0,1,0,0,0,2015,3,28,13,8553.345565941803
6,0,0,0,0,1,0,0,0,2013,7,28,30,0.0
0,627,1,0,1,1,0,0,0,2014,7,21,30,5365.47857494834
6,0,0,0,0,1,0,0,0,2014,4,27,17,0.0
2,570,1,0,0,1,0,0,0,2014,3,12,11,4975.011447343233
1,644,1,1,0,1,0,0,0,2014,1,21,4,6861.299185778946
6,0,0,0,0,1,0,0,0,2015,7,5,27,0.0
2,311,1,0,0,1,0,0,0,2014,4,9,15,3269.0146757441426
4,703,1,1,1,1,0,0,0,2013,7,19,29,6827.589712379215
0,708,1,0,0,1,0,0,0,2015,3,9,11,6021.060507958514
1,0,0,1,0,1,0,0,0,2013,7,16,29,0.0
6,0,0,0,0,1,0,0,0,2014,2,23,8,0.0
3,959,1,1,0,1,0,0,0,2014,11,27,48,8917.622523834985
2,755,1,0,1,1,0,0,0,2013,8,7,32,6179.305244672361
3,577,1,0,1,1,0,0,0,2013,8,22,34,5086.003708351943
5,716,1,0,0,1,0,0,0,2013,7,13,28,6411.3075268906905
2,607,1,1,0,1,0,0,0,2013,6,19,25,6157.626575080889
6,0,0,0,0,1,0,0,0,2015,3,15,11,0.0
1,610,1,1,0,1,0,0,0,2013,1,22,4,6557.967514324602
0,771,1,0,1,1,0,0,0,2014,10,27,44,6190.810278942103
4,853,1,1,0,1,0,0,0,2013,1,11,2,7865.98628151121
0,630,1,1,0,1,0,0,0,2014,4,28,18,7284.827888683423
2,630,1,1,0,1,0,0,0,2014,11,26,48,6750.798460176218
4,402,1,1,0,1,0,0,0,2013,4,26,17,4290.450314907276
0,811,1,1,0,1,0,0,0,2013,4,22,17,8735.101554252176
5,601,1,0,0,1,0,0,0,2014,7,12,28,5651.74173708475
2,588,1,1,0,1,0,0,0,2014,10,8,41,6204.0581517153105
0,1032,1,1,0,1,0,0,0,2014,6,30,27,12438.038535787147
2,391,1,0,0,1,0,0,0,2015,2,25,9,3880.2737789183143
6,0,0,0,0,1,0,0,0,2013,3,31,13,0.0
2,724,1,1,0,1,0,0,0,2014,9,17,38,7060.308012225315
6,0,0,0,0,1,0,0,0,2015,6,28,26,0.0
3,0,0,1,1,0,1,0,0,2014,6,19,25,0.0
1,495,1,1,0,1,0,0,0,2013,2,19,8,5692.6964788286205
0,928,1,0,0,1,0,0,0,2015,2,23,9,7077.680352659126
0,672,1,0,0,1,0,0,0,2013,9,30,40,5845.31946160986
4,0,0,1,1,0,0,1,0,2015,4,3,14,0.0
3,700,1,1,0,1,0,0,0,2015,4,30,18,7689.9146189674675
5,827,1,0,0,1,0,0,0,2013,2,16,7,7166.1774806113835
6,0,0,0,0,1,0,0,0,2014,8,31,35,0.0
4,813,1,0,0,1,0,0,0,2013,8,23,34,6929.7472835225835
4,930,1,0,0,1,0,0,0,2014,2,14,7,7509.555539103625
3,701,1,0,0,1,0,0,0,2015,3,26,13,6013.024940302696
0,606,1,0,0,1,0,0,0,2014,5,26,22,5229.0561180416935
6,0,0,0,0,1,0,0,0,2013,2,10,6,0.0
6,0,0,0,0,1,0,0,0,2013,3,3,9,0.0
1,909,1,0,0,1,0,0,0,2014,12,9,50,8093.539904467861
1,794,1,0,1,1,0,0,0,2013,7,9,28,6512.737207558609
5,1196,1,0,0,1,0,0,0,2013,3,30,13,10136.483346842462
2,632,1,1,1,1,0,0,0,2014,10,8,41,6574.4073612635375
1,540,1,0,0,1,0,0,0,2014,1,14,3,4775.449076365879
3,0,0,1,0,0,1,0,0,2014,5,1,18,0.0
2,576,1,0,0,1,0,0,0,2013,12,11,50,5490.502870550761
0,596,1,1,0,1,0,0,0,2014,6,16,25,7093.719713152738
3,569,1,0,0,1,0,0,0,2014,3,13,11,4982.365898956429
5,640,1,0,0,1,0,0,0,2015,5,2,18,6478.402077600467
6,0,0,0,0,1,0,0,0,2013,12,22,51,0.0
1,752,1,0,1,1,0,0,0,2015,4,7,15,6627.9376403406795
5,501,1,0,0,1,0,0,0,2014,2,1,5,4944.640841687772
2,667,1,0,1,1,0,0,0,2013,10,30,44,5806.126992686474
5,3375,1,0,0,1,0,0,0,2013,6,1,22,18186.37443224432
1,737,1,1,0,1,0,0,0,2015,6,16,25,7607.108333302395
4,530,1,0,1,1,0,0,0,2014,6,13,24,4986.711524404189
2,465,1,1,0,1,0,0,0,2014,2,5,6,5232.8852015759385
6,0,0,0,0,1,0,0,0,2014,4,27,17,0.0
6,0,0,0,1,1,0,0,0,2013,10,20,42,0.0
2,752,1,1,0,1,0,0,0,2013,5,15,20,7314.828325006845
4,623,1,1,1,1,0,0,0,2013,10,11,41,6301.564907277172
1,496,1,1,1,1,0,0,0,2014,8,19,34,5609.013037653321
3,1622,1,1,1,1,0,0,0,2014,7,31,31,14995.339981595504
5,485,1,0,0,1,0,0,0,2015,5,23,21,4750.696739790895
0,2710,1,1,0,1,0,0,0,2014,6,30,27,19815.545213713784
5,427,1,0,0,1,0,0,0,2015,1,24,4,3899.9117224767233
